Institution Name,Clearing Code,Branch Name,Branch Code,Branch Address,Telephone Number,Clearing System Status*
BANK OF CHINA (HONG KONG) LIMITED,012,Sau Mau Ping Branch,582,Shop 214  Sau Mau Ping Shopping Centre  Kowloon  Hong Kong,2772 0028,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Happy Valley Branch,583,11 King Kwong Street  Happy Valley  Hong Kong,2838 6668,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Flora Plaza Branch,584,Shop 28  Flora Plaza  88 Pak Wo Road  Fanling  New Territories  Hong Kong,2675 6683,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Fu Shin Estate Branch,585,Shop G11  Fu Shin Shopping Centre  Tai Po  New Territories  Hong Kong,2663 2788,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Mong Kok Branch,586,589 Nathan Road  Mong Kok  Kowloon  Hong Kong,2332 0111,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Shau Kei Wan (Po Man Building) Branch,587,260-262 Shau Kei Wan Road  Hong Kong,2568 5211,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Yuen Long Branch,588,102-108 Castle Peak Road  Yuen Long  New Territories  Hong Kong,2474 2211,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Nga Tsin Wai Road Branch,589,25 Nga Tsin Wai Road  Kowloon  Hong Kong,2383 2316,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sheung Shui Branch,590,61 San Fung Avenue  Sheung Shui  New Territories  Hong Kong,2671 0155,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Po Branch,591,68-70 Po Heung Street  Tai Po Market  New Territories  Hong Kong,2657 2121,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sai Wan Ho Branch,592,142-146 Shau Kei Wan Road  Hong Kong,2886 3344,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tuen Mun San Hui Branch,593,G13-G14 Eldo Court  Heung Sze Wui Road  Tuen Mun  New Territories  Hong Kong,2457 3501,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Lee Chun Street Branch,594,29-31 Lee Chung Street  Chai Wan  Hong Kong,2557 3283,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Connaught Road Central Branch,595,13-14 Connaught Road Central  Hong Kong,2841 0410,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Chai Wan (Walton Estate) Branch,596,Block B  Walton Estate  341-343 Chai Wan Road  Hong Kong,2558 6433,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Choi Yuen Plaza Branch,598,Shop R9-10  3/F  Choi Yuen Plaza  Sheung Shui  New Territories  Hong Kong,2671 6783,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Po Plaza Branch,600,Unit 4  Level 1 Tai Po Plaza  1 On Tai Road  Tai Po  New Territories  Hong Kong,2665 5890,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Kwun Tong Plaza Branch,601,G1 Kwun Tong Plaza  68 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2342 4295,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Clague Garden Branch,602,Shop 1-3  Commercial Complex  Clague Garden Estate  24 Hoi Shing Road  Tsuen Wan  New Territories  Hong Kong,2412 2202,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sham Shui Po (On Ning Building) Branch,603,147-149 Castle Peak Road  Sham Shui Po  Kowloon  Hong Kong,2708 3678,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Humphrey's Avenue Branch,604,4-4A Humphrey's Avenue  Tsim Sha Tsui  Kowloon  Hong Kong,2311 3822,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Caine Road Branch,606,57 Caine Road  Hong Kong,2521 3318,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tin Shui Estate Branch,607,Shop G30  Tin Shui Shopping Centre  Tin Shui Wai  New Territories  Hong Kong,2445 8728,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Wai Branch,608,Shop A  B & D on G/F & M/F  Shu Tak Building  74-76 Tai Wai Road  Sha Tin  New Territories  Hong Kong,2699 9523,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Venice Gardens Branch,610,Shop 13-15  G/F Venice Gardens  Leung Tak Street  Tuen Mun  New Territories  Hong Kong,2455 1288,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,409 Hennessy Road Branch,611,B/F-2/F  409-415 Hennessy Road & 1/F  395-407 Hennessy Road  Wan Chai  Hong Kong,2833 8833,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Fuk Tsun Street Branch,612,32-40 Fuk Tsun Street  Tai Kok Tsui  Kowloon  Hong Kong,2391 8468,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Jordan Road Branch,613,1/F  Sino Cheer Plaza  23-29 Jordan Road  Kowloon  Hong Kong,2730 0883,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Yuen Long Branch,614,102-108 Castle Peak Road  Yuen Long  New Territories  Hong Kong,2474 2211,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sha Tau Kok Branch,615,Block 16-18  Sha Tau Kok Chuen  Sha Tau Kok  New Territories  Hong Kong,2674 4011,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Luen Wo Market Branch,616,17-19 Wo Fung Street  Luen Wo Market  Fanling  New Territories  Hong Kong,2675 5113,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sai Kung Branch,617,Shop No. 56 & 58  Sai Kung Town Centre  22-40 Fuk Man Road  Sai Kung  New Territories  Hong Kong,2792 1465,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Tong Road Branch,618,Shop A135  1/F Hop Yick Plaza  23 Tai Tong Road  Yuen Long  New Territories  Hong Kong,2479 2113,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Prince Edward Road (Kowloon City) Branch,643,382-384 Prince Edward Road  Kowloon City  Kowloon  Hong Kong,2926 6038,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Bank of China Tower Branch,644,One Garden Road  Central  Hong Kong,2826 6888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Causeway Bay Branch,645,Shop B  C & D on G/F & 1/F-3/F  Radio City  505 Hennessy Road  Causeway Bay  Hong Kong,3982 8068,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Choi Hung Road Branch,646,58-68 Choi Hung Road  San Po Kong  Kowloon  Hong Kong,2927 6111,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Chuk Yuen Estate Branch,647,Shop S1  Chuk Yuen Shopping Centre  Chuk Yuen South Estate  Kowloon  Hong Kong,2325 5261,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Yau Street Branch,648,35 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2328 0087,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Yuk Wah Street Branch,649,46-48 Yuk Wah Street  Tsz Wan Shan  Kowloon  Hong Kong,2927 6655,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,223 Nam Cheong Street Branch,650,223 Nam Cheong Street  Sham Shui Po  Kowloon  Hong Kong,2928 2088,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,177 Ngau Tau Kok Road Branch,651,177 Ngau Tau Kok Road  Kowloon  Hong Kong,2927 4321,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,194 Cheung Sha Wan Road Branch,652,194-196 Cheung Sha Wan Road  Sham Shui Po  Kowloon  Hong Kong,2728 9389,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Wai Branch,653,Shop A  B & D on G/F & M/F  Shu Tak Building  74-76 Tai Wai Road  Sha Tin  New Territories  Hong Kong,2699 9523,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Texaco Road Branch,655,Shop A112  East Asia Gardens  36 Texaco Road  Tsuen Wan  New Territories  Hong Kong,2414 4287,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Castle Peak Road (Cheung Sha Wan) Branch,656,365-371 Castle Peak Road  Cheung Sha Wan  Kowloon  Hong Kong,2728 3311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Queen's Road West (Sheung Wan) Branch,659,2-12 Queen's Road West  Sheung Wan  Hong Kong,2815 6888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Butterfly Estate Branch,661,Shop Nos. R156-R164  Level 1  Butterfly Plaza  Tuen Mun  New Territories  Hong Kong,2920 5188,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Ma Tau Wai Road Branch,662,47-49 Ma Tau Wai Road  Hung Hom  Kowloon  Hong Kong,2926 5123,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Prince Edward Road West (Mong Kok) Branch,663,116-118 Prince Edward Road West  Mong Kok  Kowloon  Hong Kong,2928 4138,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Kwai Chung Plaza Branch,665,A18-20  G/F Kwai Chung Plaza  7-11 Kwai Foo Road  Kwai Chung  New Territories  Hong Kong,2920 2468,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Citywalk Branch,666,Shop 65 & 67-69  G/F.  Citywalk  1 Yeung Uk Road  Tsuen Wan  New Territories  Hong Kong,2920 3211,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tsim Sha Tsui East Branch,667,Shop 3  LG/F  Hilton Towers  96 Granville Road  Tsim Sha Tsui East  Kowloon  Hong Kong,2739 0308,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sai Wan Ho Branch,669,142-146 Shau Kei Wan Road  Hong Kong,2886 3344,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Lam Tin Branch,670,Shop 12  49 Kai Tin Road  Lam Tin  Kowloon  Hong Kong,2347 1456,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Po Branch,671,68-70 Po Heung Street  Tai Po Market  New Territories  Hong Kong,2657 2121,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Prince Edward Road West (Mong Kok) Branch,673,116-118 Prince Edward Road West  Mong Kok  Kowloon  Hong Kong,2928 4138,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sheung Wan Branch,676,Shop 1-4 G/F & 1/F  Tung Hip Commercial Building  244-248 Des Voeux Road Central  Hong Kong,2541 1601,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tsim Sha Tsui Branch,677,24-28 Carnarvon Road  Tsim Sha Tsui  Kowloon  Hong Kong,2721 6242,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Shanghai Street (Prince Edward) Branch,678,689-693 Shanghai Street  Mong Kok  Kowloon  Hong Kong,2391 0502,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Castle Peak Road (Cheung Sha Wan) Branch,679,365-371 Castle Peak Road  Cheung Sha Wan  Kowloon  Hong Kong,2728 3311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Kok Tsui Branch,680,73-77 Tai Kok Tsui Road  Kowloon  Hong Kong,2395 3269,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Ma Tau Kok Road Branch,681,39-45 Ma Tau Kok Road  To Kwa Wan  Kowloon  Hong Kong,2714 9118,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,74 Tai Wai Road Branch,682,74-76 Tai Wai Road  Sha Tin  New Territories  Hong Kong,2699 9523,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Wong Tai Sin Branch,683,Shop G13-G13A  Wong Tai Sin Plaza  Wong Tai Sin  Kowloon  Hong Kong,2327 8147,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Lek Yuen Branch,685,No 1  Fook Hoi House  Lek Yuen Estate  Sha Tin  New Territories  Hong Kong,2605 3021,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Queen's Road West (Sheung Wan) Branch,686,2-12 Queen's Road West  Sheung Wan  Hong Kong,2546 6217,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,China Hong Kong City Branch,687,Shop 19-20  2/F  China Hong Kong City  33 Canton Road  Tsim Sha Tsui  Kowloon  Hong Kong,2367 6164,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Fo Tan Branch,688,No 2  1/F Shatin Galleria  18-24 Shan Mei Street  Fo Tan  New Territories  Hong Kong,2691 7193,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sheung Shui Branch,689,61 San Fung Avenue  Sheung Shui  New Territories  Hong Kong,2671 0155,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Yau Ma Tei Branch,690,471 Nathan Road  Yau Ma Tei  Kowloon  Hong Kong,2780 2307,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sha Kok Estate Branch,691,Shop 39  Sha Kok Shopping Centre  Sha Kok Estate  Shatin  New Territories  Hong Kong,2648 0302,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Yau Street Branch,692,35 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2328 0087,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Kowloon Plaza Branch,693,Unit 1  Kowloon Plaza  485 Castle Peak Road  Kowloon  Hong Kong,2370 8928,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Hung Hom (Eldex Industrial Building) Branch,694,21 Ma Tau Wai Road  Hung Hom  Kowloon  Hong Kong,2764 8363,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,New Town Plaza Branch,695,Shop 608  Level 6 Phase One  New Town Plaza  Sha Tin  New Territories  Hong Kong,2606 6163,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Taikoo Shing Branch,696,Shop G1012  Yiu Sing Mansion  Taikoo Shing  Hong Kong,2886 0612,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Site 11 Whampoa Garden Branch,697,Shop G6  Site 11 Whampoa Garden  Hung Hom  Kowloon  Hong Kong,2363 3982,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Ngau Tau Kok Road (Kwun Tong) Branch,698,327 Ngau Tau Kok Road  Kwun Tong  Kowloon  Hong Kong,2389 3301,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Wan Chai (China Overseas Building) Branch,699,139 Hennessy Road  Wan Chai  Hong Kong,2529 0866,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Happy Valley Branch,700,11 King Kwong Street  Happy Valley  Hong Kong,2838 6668,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Whampoa Garden Branch,701,Shop G8B  Willow Mansion  Site 1  Whampoa Garden  Hung Hom  Hong Kong,2764 7233,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,North Point (King's Centre) Branch,702,193-209 King's Road  North Point  Hong Kong,2286 2000,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Gilman Street Branch,703,136 Des Voeux Road Central  Hong Kong,2135 1123,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Johnston Road Branch,704,152-158 Johnston Road  Wan Chai  Hong Kong,2574 8257,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Yau Ma Tei Branch,705,471 Nathan Road  Yau Ma Tei  Kowloon  Hong Kong,2780 2307,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Aberdeen Branch,706,25 Wu Pak Street  Aberdeen  Hong Kong,2553 4165,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Cheung Chau Branch,707,53-55 Tai Sun Street  Cheung Chau  New Territories  Hong Kong,2981 0021,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,26 Fu Yan Street Branch,708,26-32 Fu Yan Street  Kwun Tong  Kowloon  Hong Kong,2342 5262,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Gilman Street Branch,709,136 Des Voeux Road Central  Hong Kong,2135 1123,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Lok Fu Branch,710,Shop G204  G/F  Lok Fu Place  198 Junction Road  Kowloon  Hong Kong,2337 0271,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Ap Lei Chau Branch,711,13-15 Wai Fung Street  Ap Lei Chau  Hong Kong,2554 6487,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tin Wan Branch,713,2-12 Ka Wo Street  Tin Wan  Hong Kong,2553 0135,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,North Point Branch,715,Shop B & C  G/F  King's Towers  480 King's Road & 15-23  19A  21A  23A Tsat Tsz Mui Road  North Point  Hong Kong,2811 8880,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,194 Cheung Sha Wan Road Branch,717,G/F to 5/F  BOC Cheung Sha Wan Building  194-200 Cheung Sha Wan Road  Sham Shui Po  Kowloon  Hong Kong,2728 9389,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Shanghai Street (Mong Kok) Branch,719,611-617 Shanghai Street  Mong Kok  Kowloon  Hong Kong,2394 4181,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sheung On Street Branch,720,77 Sheung On Street  Chai Wan  Hong Kong,2897 0923,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Wyndham Street Branch,721,G/F  South China Building  1-3 Wyndham Street  Central  Hong Kong,2843 2888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sha Kok Estate Branch,722,Shop 39  Sha Kok Shopping Centre  Sha Kok Estate  Shatin  New Territories  Hong Kong,2648 0302,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Aberdeen Branch,723,25 Wu Pak Street  Aberdeen  Hong Kong,2553 4165,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Jordan Branch,724,328-330 Nathan Road  Kowloon  Hong Kong,2928 6111,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,169 Ngau Tau Kok Road Branch,725,169 Ngau Tau Kok Road  Ngau Tau Kok  Kowloon  Hong Kong,2750 7311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,169 Ngau Tau Kok Road Branch,726,169 Ngau Tau Kok Road  Ngau Tau Kok  Kowloon  Hong Kong,2750 7311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,South Horizons  Branch,727,Shop G13 & G15  G/F  Marina Square  West Commercial Block  South Horizons  12A South Horizon Drive  Ap Lei Chau  Hong Kong,2580 0345,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tsim Sha Tsui East Branch,729,Shop 3  LG/F  Hilton Towers  96 Granville Road  Tsim Sha Tsui East  Kowloon  Hong Kong,2739 0308,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Citywalk Branch,730,Shop 65 & 67-69  G/F  Citywalk  1 Yeung Uk Road  Tsuen Wan  New Territories  Hong Kong,2920 3211,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Fanling Centre Branch,731,Shop 2D-E & H  Fanling Centre  Fanling  New Territories  Hong Kong,2669 7899,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sheung Kwai Chung Branch,733,7-11 Shek Yi Road  Sheung Kwai Chung  New Territories  Hong Kong,2480 6161,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Chuk Yuen Estate Branch,734,Shop S1  Chuk Yuen Shopping Centre  Chuk Yuen South Estate  Kowloon  Hong Kong,2325 5261,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Telford Plaza Branch,735,Shop Unit P2-P7  Telford Plaza  No. 33 Wai Yip Street  Kowloon Bay  Kowloon  Hong Kong,2796 1551,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Cheung Hong Estate Commercial Centre Branch,736,2 G/F  Commercial Centre  Cheung Hong Estate  Tsing Yi Island  New Territories  Hong Kong,2497 0325,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,King's Road Branch,737,131-133 King's Road  North Point  Hong Kong,2887 0282,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Metro City Branch,738,Shop 209  Level 2  Metro City Phase 1 Tseung Kwan O  New Territories  Hong Kong,2701 4962,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Cheung Fat Estate Branch,739,Shop 317  Cheung Fat Shopping Centre  Tsing Yi Island  New Territories  Hong Kong,2433 1689,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Cheung Sha Wan Plaza Branch,740,Shop G08  Cheung Sha Wan Plaza  833 Cheung Sha Wan Road  Kowloon  Hong Kong,2745 7088,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tsui Ping Estate Branch,741,Shop 116  1/F Shopping Circuit  Tsui Ping Estate  Kwun Tong  Kowloon  Hong Kong,2345 3238,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Metroplaza Branch,742,Shop 260-265  Metroplaza  223 Hing Fong Road  Kwai Chung  New Territories  Hong Kong,2420 2686,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Clague Garden Branch,743,Shop 1-3  Commercial Complex  Clague Garden Estate  24 Hoi Shing Road  Tsuen Wan  New Territories  Hong Kong,2412 2202,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,East Point City Branch,744,Shop 101  East Point City  Tseung Kwan O  New Territories  Hong Kong,2628 7238,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Kowloon Bay Branch,745,Shop 2  Telford House  16 Wang Hoi Road  Kowloon Bay  Kowloon  Hong Kong,2759 9339,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Queen's Road Central Branch,746,81-83 Queen's Road Central  Hong Kong,2588 1288,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Dragon Centre Branch,748,Shop 206A  Dragon Centre  37K Yen Chow Street  Sham Shui Po  Kowloon  Hong Kong,2788 3238,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Aberdeen Branch,749,25 Wu Pak Street  Aberdeen  Hong Kong,2553 4165,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,North Point (Hang Ying Building) Branch,750,Shop B1  318-328 King's Road  North Point  Hong Kong,2887 1199,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Kwun Tong Plaza Branch,751,G1 Kwun Tong Plaza  68 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2342 4295,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Hip Wo Street Branch,753,195-197 Hip Wo Street  Kwun Tong  Kowloon  Hong Kong,2345 0102,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Mong Kok Road Branch,754,50-52 Mong Kok Road  Kowloon  Hong Kong,2395 3263,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Chai Wan (Walton Estate) Branch,755,Block B  Walton Estate  341-343 Chai Wan Road  Chai Wan  Hong Kong,2558 6433,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tsim Sha Tsui Branch,756,24-28 Carnarvon Road  Tsim Sha Tsui  Kowloon  Hong Kong,2721 6242,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Kam Wa Street Branch,757,3 Kam Wa Street  Shau Kei Wan  Hong Kong,2885 9311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Choi Hung Branch,758,19 Clear Water Bay Road  Ngau Chi Wan  Kowloon  Hong Kong,2327 0271,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Yau Tong Branch,759,Shop G1-G27  Ka Fu Arcade  Yau Tong Centre  Kowloon  Hong Kong,2349 9191,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,First Street Branch,760,55A First Street  Sai Ying Pun  Hong Kong,2517 3399,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Sham Shui Po (On Ning Building) Branch,774,147-149 Castle Peak Road  Sham Shui Po  Kowloon  Hong Kong,2708 3678,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tsim Sha Tsui East Branch,775,Shop 3  LG/F  Hilton Towers  96 Granville Road  Tsim Sha Tsui East  Kowloon  Hong Kong,2739 0308,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,North Point Branch,777,Shop B & C  G/F  King's Towers  480 King's Road & 15-23  19A  21A  23A Tsat Tsz Mui Road  North Point  Hong Kong,2811 8880,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tai Yau Street Branch,779,35 Tai Yau Street  San Po Kong  Kowloon  Hong Kong,2328 0087,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Bank of China Tower Branch,780,One Garden Road  Central  Hong Kong,2826 6888,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Mei Foo Mount Sterling Mall Branch,781,Shop N47-49  G/F  Mount Sterling Mall  38-46 Nassau Street  Mei Foo Sun Chuen  Lai Chi Lok  Kowloon  Hong Kong,2742 6611,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Kwun Tong Plaza Branch,782,G1 Kwun Tong Plaza  68 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2342 4295,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Yau Tong Branch,785,Shop G1-G27  Ka Fu Arcade  Yau Tong Centre  Kowloon  Hong Kong,2349 9191,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Kwai Cheong Road Branch,786,40 Kwai Cheong Road  Kwai Chung  New Territories  Hong Kong,2480 3311,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Healthy Village Branch,787,Shop 1&2  Healthy Village Phase II  668 King's Road  North Point  Hong Kong,2563 2278,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Western District Branch,788,386-388 Des Voeux Road West  Hong Kong,2549 9828,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Chai Wan Branch,789,Block B  Walton Estate  341-343 Chai Wan Road  Chai Wan  Hong Kong,2558 6433,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Yu Chau Street Branch,790,42-46 Yu Chau Street  Sham Shui Po  Kowloon  Hong Kong,2397 1123,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Hung Hom (Eldex Industrial Building) Branch,791,21 Ma Tau Wai Road  Hung Hom  Kowloon  Hong Kong,2764 8363,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Tseung Kwan O Plaza Branch,792,Shop 112  Level 1  Tseung Kwan O Plaza  Tseung Kwan O  New Territories  Hong Kong,2702 0282,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Yau Ma Tei Branch,793,471 Nathan Road  Yau Ma Tei  Kowloon  Hong Kong,2780 2307,MDDM
BANK OF CHINA (HONG KONG) LIMITED,012,Leung King Estate Branch,794,Shop No. L221 and L222  Level 2  Leung King Plaza  Leung King Estate  31 Tin King Road  Tuen Mun  New Territories  Hong Kong,2463 3855,MDDM
